Room,Time,WaitingTime
White,84.82316991068623,37.52378840071211
White,279.6425686078041,22.419077043588857
White,440.5007186680468,18.149885271566177
White,609.1517882914884,29.682892432399967
White,1028.0511766140046,15.493821844657418
White,1042.6200106903366,15.674150121961702
White,1200.8351786378078,20.786640876976207
Green,22.36300940019295,15.261899154312179
Green,55.15828490302499,17.64451177952767
Green,137.58271414102362,10.129901705761696
Green,181.561554580365,6.990836337721163
Green,222.8296521009119,7.544686968660841
Green,242.8951786742316,17.737835379674237
Green,252.95461512479014,8.285727053342555
Green,292.623692728307,11.43873181327308
Green,324.0998229218539,13.079097710394706
Green,362.1854306665185,17.42247671627598
Green,368.0882052399974,10.557556761006083
Green,457.0806789975542,14.177534879934115
Green,465.33714320164194,15.121508220394276
Green,521.3717916611087,10.52517053662649
Green,539.0088613504428,9.38616791585207
Green,648.056700781022,12.090213356772892
Green,676.5431096023883,10.477865473976635
Green,760.4727658666936,9.443921100197485
Green,781.4991095813684,10.15377350952474
Green,829.7507576833357,7.216700014063576
Green,854.6450319868122,11.68625030829105
Green,865.4739789848272,11.54797104901354
Green,911.5027329687267,6.899518962866978
Green,971.6974442852137,9.872082127694739
Green,1003.1304883431897,10.327994490518563
Green,1094.3794953260624,14.485120185360529
Green,1096.3840596108982,5.818522466383001
Green,1134.2669057369121,9.39137255445985
Green,1250.6300161040033,9.277378470377926
Green,1268.7466812296818,15.09826703494059
Green,1278.9459435938916,14.107552805945033
Green,1281.5988667590532,7.872928270956891
Green,1292.4615302822046,7.5787822536919975
Green,1322.5094628402292,15.969490663488386
Green,1328.1631835087294,12.590153691236765
Green,1347.5027196409997,17.702213236007083
Green,1350.9242853386793,9.270154784919669
Green,1361.782261611325,10.824425987687846
Green,1373.768845094708,10.072834824255096
Green,1382.3182086458078,11.280779823584226
Green,1407.9559698609444,16.70642268560846
Blue,24.75411449014819,9.984272432819171
Blue,105.31909100433667,9.39963869865656
Blue,127.15396130640954,11.57876501258238
Blue,214.7225726509295,10.84491736524356
Blue,244.05124728015176,8.818208096418942
Blue,309.0989225924033,8.373767983048879
Blue,374.580921694151,8.48445340778261
Blue,387.52306600673035,8.364060917762004
Blue,397.37538096319673,8.898283057362107
Blue,412.9759087367009,13.573551937813818
Blue,446.6002755979534,11.145396225080958
Blue,476.6287110468268,12.645522672985578
Blue,488.0025567208816,5.3659328762879
Blue,533.8795777231986,12.943651827343842
Blue,556.4457786305771,7.519485262238845
Blue,570.1366470710374,12.50214951108046
Blue,599.4312469414455,9.71512720863916
Blue,613.2035025943202,13.592711178005175
Blue,619.8847759996393,10.112654249425532
Blue,659.3332563268775,11.01645734402598
Blue,681.5091102022603,7.52002923083478
Blue,717.7052974213268,10.117910842746141
Blue,769.6967068471047,7.317877057730698
Blue,797.4115698902461,11.454832082461508
Blue,882.9599626980236,10.842892546613712
Blue,902.8503812419748,12.412225390444291
Blue,929.3466102654149,12.278612548579531
Blue,940.5600343674263,11.718108090661872
Blue,950.6838772511577,12.027023414571318
Blue,959.7388328311442,9.55069335597409
Blue,1012.4895781543416,9.963002449890269
Blue,1050.9461728361814,10.359132229569923
Blue,1062.3869815925161,7.978371552232829
Blue,1111.2424323554715,8.572824267535225
Blue,1126.754497032161,12.841426042849434
Blue,1146.8295433912422,13.339592495649185
Blue,1161.1830149649174,13.35216950846484
Blue,1170.5449646110285,9.928489172920308
Blue,1201.9818681804354,12.215428364144373
Blue,1212.2160323902172,10.848376146303963
Blue,1215.8698335022689,9.08299680720711
Blue,1225.9798699221913,8.544078233121581
Blue,1238.201174499831,9.02833537385527
Blue,1309.41431627807,13.879097768245401
Blue,1333.3371468130965,11.176552024013063
Blue,1391.8001401579488,13.026726553291383
Blue,1421.844150306983,13.804497738367672
Orange,29.51344757204479,1.8639658269031827
Orange,59.48625156010867,2.8759963335614884
Orange,70.80752184834074,3.174027467937435
Orange,82.13837701970508,3.44786348018863
Orange,109.66951477313492,3.6627076275170793
Orange,187.61709432418192,3.3954881226719067
Orange,193.58551189034148,2.3027290454281513
Orange,270.06322217942056,2.240953357574824
Orange,295.510931857607,1.9917076539156255
Orange,327.6866133531894,2.309693084736182
Orange,339.1216879128131,2.1632262478694315
Orange,411.5283873852704,2.5402748417841394
Orange,471.64514626096116,2.01146294686572
Orange,493.59306113325306,2.527121183708971
Orange,573.0258020802555,3.236504202745323
Orange,624.553939873748,2.916970250267468
Orange,658.9976854860616,2.0685752641795716
Orange,700.173610618653,2.6539758452454407
Orange,723.9913591754921,4.447653915500609
Orange,734.0906004793046,3.55589428726239
Orange,810.9359256557757,1.7025831794678652
Orange,831.4650824655896,2.5685807797102598
Orange,840.3581224792983,3.2752745658351614
Orange,867.7659339426067,2.1376767922380395
Orange,887.8767162812093,3.535514110634722
Orange,901.3473702642848,2.924774454999465
Orange,988.2349281380781,1.9951739734075318
Orange,1070.9537629598844,4.144102077151047
Orange,1401.8363577972193,4.135366057343617
Orange,1428.6149077751647,3.2728027118123464
Orange,1439.0305138179958,2.8135254013793656
Red,177.40435030698166,17.09114774388499
Red,524.3299665130046,23.240533819405755
Red,569.505182143365,30.962265030609956
Red,710.1943736636796,27.327850113921954
Red,760.8917635541015,19.79597391292475
Red,817.9836047785946,41.44896490688336
Red,835.3940524064377,39.005356329798246
Red,993.6611907821059,20.580663923341945
Red,1195.6502702655491,24.581175362545082
